Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=2.6534)   P(D|M,rr[2]=0.2289)   P(D|M,rr[3]=0.4957)   P(D|M,rr[4]=1.0697)   Posterior mean        
1346   1.58978e-12     1.49006e-19           4.69571e-12           1.07939e-12           1.40603e-15           0.278881              
1347   3.17854         1.07444e-19           1.24041e-22           5.92266e-20           5.41859e-19           6.58436e-20           
1348   3.91695         7.80962e-20           7.87857e-22           1.89305e-19           5.82161e-19           5.66855e-20           
1349   0.612793        5.83563e-20           4.07882e-24           4.82655e-21           8.1151e-20            8.71826e-20           
1350   7.00559e-13     2.12889e-19           1.99575e-12           5.48788e-13           1.05116e-15           0.286673              
1351   2.02525e-17     9.76108e-20           7.46099e-18           6.04685e-17           6.2374e-18            0.51457               
1352   8.48793e-17     9.31909e-20           3.46747e-17           2.56846e-16           1.88215e-17           0.497733              
1353   7.57986e-16     1.01639e-19           7.09646e-16           2.0053e-15            4.45063e-17           0.435357              
1354   2.92628e-16     1.10605e-19           2.413e-16             7.97326e-16           2.76959e-17           0.448775              
1355   5.26356e-15     1.5352e-19            7.60282e-15           1.1401e-14            1.40049e-16           0.393414              
1356   3.53829e-11     1.62854e-19           1.17683e-10           1.08659e-11           4.39452e-15           0.251426              
1357   5.24165e-16     1.55976e-19           3.48163e-16           1.49578e-15           6.80023e-17           0.465512              
1358   1.19239e-11     1.37634e-19           3.97483e-11           3.57183e-12           1.59673e-15           0.250875              
1359   9.63089e-16     1.26473e-19           9.07851e-16           2.53771e-15           6.09991e-17           0.435542              
1360   2.85056e-16     1.24036e-19           1.27204e-16           8.68004e-16           4.54062e-17           0.485788              
1361   3.46875e-17     1.22787e-19           1.15292e-17           1.04237e-16           1.13644e-17           0.519453              
1362   4.8723e-18      8.78792e-20           5.70382e-19           1.3359e-17            4.1271e-18            0.615481              
1363   1.18069e-18     7.65941e-20           5.11603e-20           2.62932e-18           1.72645e-18           0.728816              
1364   2.63553e-14     1.21935e-19           5.84805e-14           3.71249e-14           1.86443e-16           0.333735              
1365   4.11955e-15     1.15719e-19           6.22342e-15           8.6642e-15            9.36634e-17           0.387995              
1366   1.05141e-11     1.11166e-19           3.51781e-11           3.02033e-12           1.28964e-15           0.24997               
1367   2.47229e-08     2.57559e-19           8.85154e-08           1.30332e-09           6.7224e-14            0.232729              
1368   6.07363e-18     6.76103e-20           9.945e-19             1.82282e-17           3.11552e-18           0.561514              
1369   7.20476e-19     9.78306e-20           1.06105e-20           1.16202e-18           1.52582e-18           0.855065              
1370   8.79342e-14     1.44075e-19           2.11955e-13           1.07278e-13           3.36117e-16           0.319208              
1371   2.40685e-17     8.73156e-20           1.00536e-17           7.24552e-17           5.45943e-18           0.498883              
1372   4.32407e-11     2.7034e-19            1.42755e-10           1.43397e-11           7.65426e-15           0.253238              
1373   3.00511         6.79389e-20           1.08828e-21           1.55831e-19           4.2781e-19            5.69449e-20           
1374   8.06138e-16     9.87541e-20           6.8407e-16            2.2006e-15            5.04387e-17           0.442338              
1375   3.076e-18       9.271e-20             2.95062e-19           8.0779e-18            3.04249e-18           0.642514              
1376   5.39403e-16     1.30304e-19           4.16108e-16           1.49686e-15           5.28409e-17           0.453093              
1377   5.72152e-17     1.04932e-19           1.73397e-17           1.74562e-16           1.77698e-17           0.518439              
1378   4.07103e-19     9.06423e-20           4.01598e-21           5.15897e-19           9.91719e-19           0.938526              
1379   7.35423e-17     1.28063e-19           2.60362e-17           2.24311e-16           1.87547e-17           0.50675               
1380   5.70758e-17     1.44279e-19           1.63713e-17           1.71703e-16           2.14233e-17           0.529148              
1381   3.16858e-12     1.34062e-19           9.62085e-12           1.89013e-12           1.84191e-15           0.272767              
1382   5.92269e-18     9.78294e-20           5.15943e-19           1.54211e-17           6.12879e-18           0.643731              
1383   1.31239e-14     1.64222e-19           2.02041e-14           2.72301e-14           2.91946e-16           0.385804              
1384   1.07084e-12     1.32598e-19           3.15742e-12           7.32486e-13           1.04845e-15           0.279273              
1385   7.50628e-19     8.78267e-20           1.19558e-20           1.20304e-18           1.6086e-18            0.850384              
1386   1.06634e-16     1.14497e-19           3.46152e-17           3.25667e-16           3.0265e-17            0.512717              
1387   1.04154e-18     9.07502e-20           3.30085e-20           2.01094e-18           1.85996e-18           0.785394              
1388   1.14974e-11     1.32115e-19           3.85062e-11           3.26462e-12           1.47856e-15           0.249728              
1389   3.902e-14       1.4539e-19            8.3277e-14            5.82041e-14           3.51696e-16           0.340233              
1390   2.0087e-15      1.10929e-19           2.68405e-15           4.55558e-15           6.76435e-17           0.40238               
1391   5.72739e-19     8.30784e-20           7.28575e-21           8.58237e-19           1.2826e-18            0.876551              
1392   1.74959e-14     1.41745e-19           2.44061e-14           3.88402e-14           3.79734e-16           0.396341              
1393   7.77909e-14     1.504e-19             1.88733e-13           9.36647e-14           3.08259e-16           0.318069              
1394   3.94786e-18     7.70452e-20           6.34438e-19           1.13917e-17           2.51826e-18           0.58316               
1395   5.74324e-15     9.88828e-20           9.2768e-15            1.15037e-14           1.02366e-16           0.379611              
1396   1.08924e-17     1.13683e-19           1.4014e-18            3.10085e-17           7.88453e-18           0.593793              
1397   1.99594e-17     1.28755e-19           2.83405e-18           5.81101e-17           1.27857e-17           0.57923               
1398   8.78089e-19     1.08125e-19           2.32415e-20           1.52956e-18           1.73143e-18           0.827925              
1399   6.00719e-13     1.9508e-19            1.70309e-12           4.78767e-13           9.57459e-16           0.287693              
1400   6.93989e-19     8.70568e-20           1.07715e-20           1.11441e-18           1.48038e-18           0.852688              
