Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1728)   P(D|M,rr[2]=0.3657)   P(D|M,rr[3]=0.5439)   P(D|M,rr[4]=0.7331)   P(D|M,rr[5]=0.9506)   P(D|M,rr[6]=1.2228)   P(D|M,rr[7]=1.6122)   P(D|M,rr[8]=2.3989)   Posterior mean        
1360   2.75364e-16     1.19584e-17           4.7355e-16            8.69773e-16           5.86569e-16           2.11523e-16           4.41188e-17           5.11286e-18           3.09385e-19           0.609353              
1361   3.64711e-17     1.05745e-18           4.87938e-17           1.04919e-16           8.50524e-17           3.8651e-17            1.10261e-17           2.02524e-18           2.43709e-19           0.656416              
1362   5.87908e-18     3.20316e-20           3.55052e-18           1.26732e-17           1.54116e-17           1.00948e-17           4.0731e-18            1.03387e-18           1.6343e-19            0.768225              
1363   1.56859e-18     1.90233e-21           4.53665e-19           2.41729e-18           3.94723e-18           3.3252e-18            1.71006e-18           5.67339e-19           1.25999e-19           0.864146              
1364   1.86884e-14     1.89207e-14           7.64521e-14           4.12003e-14           1.09737e-14           1.77366e-15           1.75974e-16           1.01286e-17           3.41326e-19           0.42539               
1365   3.55396e-15     1.43158e-15           1.24545e-14           1.00632e-14           3.62155e-15           7.57423e-16           9.59652e-17           7.10628e-18           3.0791e-19            0.484662              
1366   7.13746e-12     3.13561e-11           2.1261e-11            4.00173e-12           4.47861e-13           3.16964e-14           1.31879e-15           2.88681e-17           3.85325e-19           0.275483              
1367   2.53232e-08     1.7724e-07            2.35077e-08           1.74321e-09           9.16298e-11           3.17447e-12           6.17493e-14           5.26394e-16           1.58748e-18           0.198653              
1368   7.20661e-18     6.13099e-20           5.9946e-18            1.85288e-17           1.89505e-17           1.00941e-17           3.23364e-18           6.77134e-19           1.12852e-19           0.712646              
1369   18.4539         2.55554e-22           1.28345e-19           1.01281e-18           2.20881e-18           2.3674e-18            1.51052e-18           6.14608e-19           1.60349e-19           5.20916e-20           
1370   6.30224e-14     7.64571e-14           2.67495e-13           1.26503e-13           2.93342e-14           4.04309e-15           3.31401e-16           1.53419e-17           4.2805e-19            0.407819              
1371   2.50582e-17     9.97702e-19           4.03367e-17           7.64422e-17           5.43852e-17           2.16506e-17           5.51177e-18           9.90189e-19           1.51502e-19           0.626804              
1372   2.64176e-11     1.09918e-10           8.23208e-11           1.68852e-11           2.0525e-12            1.57239e-13           6.96094e-15           1.47889e-16           1.24293e-18           0.28364               
1373   3.98172         2.42061e-23           1.40932e-20           1.3053e-19            3.46009e-19           4.75037e-19           4.15259e-19           2.47736e-19           9.8109e-20            6.03991e-20           
1374   7.47437e-16     9.91548e-17           1.91932e-15           2.3926e-15            1.18893e-15           3.23702e-16           5.10101e-17           4.52862e-18           2.43254e-19           0.546861              
1375   3.91682e-18     1.60981e-20           2.01158e-18           7.826e-18             1.02287e-17           7.15416e-18           3.08643e-18           8.53088e-19           1.58574e-19           0.792249              
1376   4.75306e-16     5.52409e-17           1.11455e-15           1.4928e-15            8.24078e-16           2.59939e-16           4.99244e-17           5.57944e-18           3.32404e-19           0.565729              
1377   6.02493e-17     1.47278e-18           7.55227e-17           1.73227e-16           1.45368e-16           6.58666e-17           1.76078e-17           2.69883e-18           2.3061e-19            0.659167              
1378   10.3707         9.27788e-23           5.09817e-20           4.43067e-19           1.08124e-18           1.3239e-18            9.85094e-19           4.71014e-19           1.4218e-19            5.56364e-20           
1379   7.64064e-17     2.37418e-18           1.08213e-16           2.27404e-16           1.76952e-16           7.46937e-17           1.86329e-17           2.72404e-18           2.57899e-19           0.64163               
1380   5.7026e-17      1.29963e-18           6.75518e-17           1.58679e-16           1.3847e-16            6.67495e-17           1.96535e-17           3.47442e-18           3.30261e-19           0.672128              
1381   1.97158e-12     5.27068e-12           7.8514e-12            2.26487e-12           3.50901e-13           3.29411e-14           1.7755e-15            4.73964e-17           5.50923e-19           0.336315              
1382   7.39983e-18     2.65742e-20           3.48214e-18           1.42881e-17           1.95893e-17           1.41156e-17           6.01429e-18           1.48633e-18           1.9636e-19            0.794803              
1383   9.40936e-15     3.95581e-15           3.30798e-14           2.64042e-14           9.5391e-15            2.02043e-15           2.57044e-16           1.7916e-17            5.5218e-19            0.483561              
1384   6.77056e-13     1.65615e-12           2.72693e-12           8.6682e-13            1.49559e-13           1.5949e-14            1.00688e-15           3.28982e-17           4.97326e-19           0.347262              
1385   19.0205         3.02165e-22           1.40125e-19           1.05593e-18           2.25667e-18           2.42791e-18           1.57758e-18           6.39612e-19           1.5072e-19            5.19828e-20           
1386   1.11729e-16     3.09655e-18           1.47148e-16           3.25353e-16           2.66559e-16           1.17501e-16           2.98195e-17           4.07982e-18           2.75567e-19           0.651274              
1387   1.38379e-18     1.14751e-21           3.0212e-19            1.78165e-18           3.24959e-18           3.09154e-18           1.81041e-18           6.77972e-19           1.55894e-19           0.910707              
1388   7.61814e-12     3.38066e-11           2.24695e-11           4.17079e-12           4.63685e-13           3.30399e-14           1.42086e-15           3.34059e-17           4.60075e-19           0.274023              
1389   2.63981e-14     2.48664e-14           1.05572e-13           6.02839e-14           1.71528e-14           2.97597e-15           3.14602e-16           1.8304e-17            4.90751e-19           0.433319              
1390   1.71205e-15     5.57525e-16           5.56925e-15           5.02129e-15           2.00752e-15           4.68304e-16           6.66519e-17           5.57677e-18           2.78097e-19           0.501745              
1391   14.4648         1.71711e-22           9.00904e-20           7.38785e-19           1.67623e-18           1.87405e-18           1.24485e-18           5.16274e-19           1.32651e-19           5.28698e-20           
1392   1.3834e-14      4.83392e-15           4.69567e-14           4.04459e-14           1.49852e-14           3.07753e-15           3.52188e-16           1.99692e-17           4.81551e-19           0.491367              
1393   5.44223e-14     6.71937e-14           2.31148e-13           1.082e-13             2.50333e-14           3.49098e-15           2.96905e-16           1.47693e-17           4.42623e-19           0.406649              
